player_name,archetype,data_origin,pes_public_base_ovr,ef_public_base_ovr,pes_screenshot_ovr,pes_screenshot_position,pes_age,pes_height_cm,pes_weight_kg,pes_offensive_awareness,pes_finishing,pes_kicking_power,pes_weak_foot_usage,pes_weak_foot_accuracy,pes_ball_control,pes_dribbling,pes_tight_possession,pes_balance,pes_low_pass,pes_lofted_pass,pes_place_kicking,pes_curl,pes_heading,pes_jump,pes_defensive_awareness,pes_ball_winning,pes_aggression,pes_speed,pes_acceleration,pes_physical_contact,pes_stamina,pes_form,pes_injury_resistance,pes_gk_awareness,pes_gk_catching,pes_gk_clearing,pes_gk_reflexes,pes_gk_reach,ef_screenshot_ovr,ef_screenshot_position,ef_playing_style,ef_booster_1,ef_booster_2,ef_age,ef_height_cm,ef_weight_kg,ef_foot,ef_condition,ef_offensive_awareness,ef_ball_control,ef_dribbling,ef_tight_possession,ef_low_pass,ef_lofted_pass,ef_finishing,ef_heading,ef_place_kicking,ef_curl,ef_defensive_awareness,ef_defensive_engagement,ef_tackling,ef_aggression,ef_goalkeeping,ef_gk_catching,ef_gk_parrying,ef_gk_reflexes,ef_gk_reach,ef_speed,ef_acceleration,ef_kicking_power,ef_jump,ef_physical,ef_balance,ef_stamina
Teji Savanier,Creative Playmaker CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,93,87,CMF,28,171,,80,61,85,2,2,90,80,86,82,70,85,84,85,64,55,84,60,66,87,74,78,80,2,1,40,40,40,40,40,93,AMF,Creative Playmaker,,,34,172,69,Right,B,80,90,85,86,89,85,78,64,84,85,61,68,60,66,40,40,40,40,40,65,74,85,55,62,82,80
Toni Kroos,Orchestrator CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",93,94,93,CMF,30,183,,79,84,85,2,2,94,82,82,84,96,90,91,83,65,64,78,74,70,76,70,72,74,2,1,40,40,40,40,40,94,CMF,Orchestrator,,,35,183,76,Right,B,79,94,79,82,93,90,73,65,91,83,79,74,74,70,40,40,40,40,40,68,70,85,64,72,75,74
Weston McKennie,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,94,88,CMF,22,185,,72,72,83,1,2,83,81,82,93,85,84,64,71,73,79,81,79,85,88,84,87,88,1,2,40,40,40,40,40,94,CMF,Box To Box,,,27,178,75,Right,B,72,83,82,82,84,84,69,73,64,71,78,79,79,85,40,40,40,40,40,84,84,83,79,87,72,88
Xavi,Orchestrator CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,88,91,CMF,30,170,,71,75,74,0,1,88,90,90,72,97,86,83,86,54,64,68,62,57,76,74,62,77,2,2,40,40,40,40,40,88,CMF,Orchestrator,,,28,170,67,Right,C,71,88,84,90,91,86,71,54,83,86,75,67,62,57,40,40,40,40,40,68,74,74,64,62,81,77
Youri Tielemans,Box To Box CMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,93,90,CMF,23,176,,76,79,86,2,3,87,84,88,75,90,85,74,83,58,70,75,71,78,80,65,71,85,1,2,40,40,40,40,40,93,CMF,Box To Box,,,28,176,72,Right,D,76,87,78,88,92,85,75,58,74,83,73,75,71,78,40,40,40,40,40,72,65,86,70,71,75,85
Andrea Pirlo,Orchestrator DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,88,91,DMF,33,177,,74,83,85,2,2,87,85,92,69,93,91,95,96,58,58,75,74,62,69,77,68,87,2,1,40,40,40,40,40,88,DMF,Orchestrator,,,32,177,68,Right,C,74,87,85,92,88,91,80,58,95,96,70,75,74,62,40,40,40,40,40,73,77,85,58,68,86,87
Axel Witsel,Build Up DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,93,90,DMF,31,186,,62,77,79,1,2,76,81,75,83,90,78,62,68,82,81,76,91,89,79,60,86,81,2,1,40,40,40,40,40,93,CB,Build Up,,,36,186,81,Right,B,62,76,70,75,79,78,59,82,62,68,92,83,91,89,40,40,40,40,40,69,60,79,81,86,68,81
Casemiro,Anchor Man DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",93,95,93,DMF,28,185,,69,71,85,0,1,79,75,74,96,87,80,71,69,81,84,91,87,89,78,69,91,88,2,1,40,40,40,40,40,95,DMF,Anchor Man,,,33,185,84,Right,C,69,79,70,74,81,80,67,81,71,69,83,88,87,89,40,40,40,40,40,71,69,85,84,91,72,88
Danilo Pereira,Destroyer DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,DMF,28,188,,67,88,82,1,2,77,62,71,72,95,78,64,68,87,79,80,84,81,82,69,82,85,2,1,40,40,40,40,40,93,CB,Destroyer,,,34,188,83,Right,B,67,77,73,71,79,78,63,87,64,68,86,82,84,81,40,40,40,40,40,76,69,82,79,88,72,85
Declan Rice,Box To Box DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,96,88,DMF,21,185,,68,65,80,1,2,80,76,82,90,86,86,90,81,71,74,86,89,89,77,68,86,92,2,2,40,40,40,40,40,96,DMF,Box To Box,,,26,185,80,Right,B,68,80,76,82,85,86,64,71,90,81,84,93,89,89,40,40,40,40,40,74,68,80,74,86,66,92
Esteban Cambiasso,Destroyer DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,86,90,DMF,30,177,,61,88,86,2,2,74,77,74,71,90,77,61,63,73,78,68,83,79,86,66,75,84,2,1,40,40,40,40,40,86,DMF,Destroyer,,,30,177,78,Left,C,61,74,68,74,80,77,76,73,61,63,78,78,83,79,40,40,40,40,40,65,66,86,78,77,71,84
Fabinho,Anchor Man DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,89,92,DMF,26,188,,64,89,77,1,2,76,74,72,61,86,79,64,67,71,79,83,82,84,86,71,79,85,2,0,40,40,40,40,40,89,DMF,Anchor Man,,,32,188,78,Right,C,64,76,72,72,78,79,61,71,64,67,84,82,82,84,40,40,40,40,40,77,71,77,79,78,61,85
Frank Rijkaard,Destroyer DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,89,92,DMF,27,190,,65,78,79,1,2,79,81,78,91,87,83,63,69,76,76,89,81,74,79,70,83,80,2,2,40,40,40,40,40,89,DMF,Destroyer,,,26,190,80,Right,C,65,79,70,78,81,83,68,76,63,69,84,81,81,74,40,40,40,40,40,72,70,79,76,83,64,80
Gaston Silva,Extra Frontman DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,89,87,DMF,26,185,,59,72,79,1,1,71,76,69,87,83,78,72,80,78,75,88,83,79,76,70,83,77,1,1,40,40,40,40,40,89,CB,Extra Frontman,,,31,185,74,Left,B,59,71,69,69,73,78,58,78,72,80,84,70,83,79,40,40,40,40,40,75,70,79,75,83,69,77
Granit Xhaka,Orchestrator DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,95,92,DMF,27,186,,78,78,92,0,1,85,71,79,70,84,88,77,77,68,68,77,78,90,91,76,70,88,2,1,40,40,40,40,40,95,DMF,Orchestrator,,,33,186,80,Left,D,78,85,78,79,87,88,72,68,77,77,79,84,78,90,40,40,40,40,40,78,76,92,68,85,70,88
Gustavo Silva,Prolific Winger DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,91,87,DMF,26,185,,80,72,78,0,1,84,76,85,87,83,73,66,66,64,70,88,57,61,76,90,60,79,1,0,40,40,40,40,40,91,LWF,Prolific Winger,,,28,169,63,Right,A,80,84,85,85,68,73,75,64,66,66,54,60,57,61,40,40,40,40,40,89,90,78,70,60,87,79
Jorginho,Orchestrator DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,94,92,DMF,28,180,,70,84,82,1,2,88,69,87,79,75,87,75,75,64,63,84,83,85,94,73,71,88,2,2,40,40,40,40,40,94,DMF,Orchestrator,,,34,180,67,Right,B,70,88,80,87,89,87,69,64,75,75,82,84,83,85,40,40,40,40,40,74,73,82,63,77,79,88
Joshua Kimmich,Offensive Wingback DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",94,96,94,DMF,25,177,,68,76,85,2,2,81,83,84,73,91,85,85,83,65,77,81,85,84,83,84,78,89,2,1,40,40,40,40,40,96,RB,Offensive Wingback,,,30,177,75,Right,C,68,81,79,84,85,85,71,65,85,83,82,89,85,84,40,40,40,40,40,84,84,85,77,78,84,89
Leandro Paredes,Anchor Man DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,DMF,26,180,,69,71,90,2,2,84,80,81,73,89,86,88,84,67,70,69,80,85,76,78,80,87,2,1,40,40,40,40,40,93,DMF,Anchor Man,,,31,180,75,Right,C,69,84,78,81,87,86,70,67,88,84,79,84,80,85,40,40,40,40,40,76,78,90,70,80,77,87
Lucas Torreira,Box To Box DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,DMF,23,166,,66,89,83,1,1,81,69,86,88,70,81,72,76,63,66,80,88,89,87,81,79,91,2,1,40,40,40,40,40,93,DMF,Box To Box,,,29,166,60,Right,B,66,81,77,86,87,81,65,63,72,76,83,88,88,89,40,40,40,40,40,76,81,83,66,79,88,91
Manuel Locatelli,Orchestrator DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,94,87,DMF,22,186,,65,72,85,1,1,85,80,85,83,86,85,83,78,66,73,77,84,88,77,78,82,87,2,2,40,40,40,40,40,94,DMF,Orchestrator,,,27,185,75,Right,B,65,85,81,85,85,85,66,66,83,78,79,87,84,88,40,40,40,40,40,83,78,85,73,82,80,87
Marquinhos,Build Up DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",93,96,93,DMF,26,183,,67,64,68,1,2,72,81,73,90,86,73,58,66,82,87,96,89,89,88,78,86,85,2,0,40,40,40,40,40,96,CB,Build Up,,,31,183,75,Right,C,67,72,66,73,77,73,65,82,58,66,88,92,89,89,40,40,40,40,40,83,78,68,87,86,78,85
Patrick Vieira,Box To Box DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,90,92,DMF,27,192,,70,81,76,1,2,80,83,82,93,85,76,58,65,77,75,90,82,83,84,75,87,85,2,2,40,40,40,40,40,90,DMF,Box To Box,,,25,192,82,Right,C,70,80,75,82,80,76,68,77,58,65,76,87,82,83,40,40,40,40,40,74,75,76,75,87,70,85
Rodri,Anchor Man DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,97,92,DMF,24,191,,70,68,85,1,2,85,76,83,85,93,82,61,62,76,71,93,90,87,81,68,85,87,2,1,40,40,40,40,40,97,DMF,Anchor Man,,,29,191,82,Right,C,70,85,75,83,87,82,75,76,61,62,92,89,90,87,40,40,40,40,40,70,68,85,71,85,63,87
Ruben Neves,Box To Box DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,94,91,DMF,22,180,,76,76,90,2,2,85,73,87,80,75,87,85,86,72,70,81,82,82,93,74,74,87,2,2,40,40,40,40,40,94,DMF,Box To Box,,,28,180,75,Right,C,76,85,82,87,87,87,72,72,85,86,80,87,82,82,40,40,40,40,40,79,74,90,70,73,80,87
Sandro Tonali,Box To Box DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,96,88,DMF,20,181,,77,72,84,2,2,85,82,86,77,84,90,83,83,70,67,79,82,93,81,77,78,90,1,2,40,40,40,40,40,96,DMF,Box To Box,,,25,181,79,Right,D,77,85,79,86,92,90,72,70,83,83,77,83,82,93,40,40,40,40,40,79,77,84,67,78,85,90
Sergio Busquets,Anchor Man DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",95,89,95,DMF,31,189,,68,94,69,1,1,84,66,90,62,87,85,65,71,74,66,85,81,79,96,65,74,78,2,2,40,40,40,40,40,89,DMF,Anchor Man,,,37,189,76,Right,B,68,84,77,90,87,85,57,74,65,71,82,77,81,79,40,40,40,40,40,63,65,69,66,79,62,78
Thomas Partey,Box To Box DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,95,89,DMF,27,185,,70,72,88,1,2,85,82,85,84,87,85,69,71,68,79,84,81,86,84,76,86,87,1,0,40,40,40,40,40,95,DMF,Box To Box,,,32,185,77,Right,C,70,85,82,85,85,85,66,68,69,71,82,85,81,86,40,40,40,40,40,84,76,88,79,86,69,87
William,Creative Playmaker DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,89,90,DMF,27,187,,76,85,76,2,2,85,64,87,79,90,75,72,78,59,61,84,55,68,89,86,63,73,1,1,40,40,40,40,40,89,AMF,Creative Playmaker,,,19,171,65,Left,B,76,85,86,87,82,75,75,59,72,78,58,65,55,68,40,40,40,40,40,83,86,76,61,59,79,73
Xabi Alonso,Orchestrator DMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,87,90,DMF,35,183,,75,78,86,1,2,84,79,80,80,92,93,82,80,70,71,84,75,70,68,62,77,73,2,2,40,40,40,40,40,87,DMF,Orchestrator,,,35,183,80,Right,C,75,84,72,80,90,93,70,70,82,80,76,85,75,70,40,40,40,40,40,64,62,86,71,77,66,73
Antonio Candreva,Creative Playmaker RMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,93,87,RMF,32,180,,83,58,86,2,2,85,83,84,79,78,82,73,81,61,61,88,68,70,83,79,83,83,2,2,40,40,40,40,40,93,AMF,Creative Playmaker,,,38,180,70,Right,B,83,85,79,84,86,82,76,61,73,81,66,73,68,70,40,40,40,40,40,82,79,86,61,67,79,83
David Beckham,Cross Specialist RMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",94,86,94,RMF,21,183,,73,90,80,0,1,77,90,78,78,94,85,86,88,60,60,68,58,59,88,75,70,76,2,1,40,40,40,40,40,86,RMF,Cross Specialist,,,20,183,76,Right,C,73,77,79,78,83,85,78,60,86,88,56,59,58,59,40,40,40,40,40,76,75,80,60,70,70,76
Juan Cuadrado,Cross Specialist RMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,93,91,RMF,31,179,,72,68,84,1,1,84,75,81,85,70,87,74,81,64,67,90,68,77,82,89,92,81,1,1,40,40,40,40,40,93,RMF,Cross Specialist,,,37,179,71,Right,B,72,84,85,81,78,87,65,64,74,81,66,71,68,77,40,40,40,40,40,86,89,84,67,67,85,81
Lucas Moura,Hole Player RMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,95,90,RMF,28,172,,81,84,84,1,2,87,90,85,69,79,73,71,71,74,86,54,53,66,93,92,71,83,1,0,40,40,40,40,40,95,RMF,Hole Player,,,33,172,70,Right,B,81,87,89,85,75,73,82,74,71,71,55,65,53,66,40,40,40,40,40,91,92,84,86,71,90,83
Michail Antonio,Goal Poacher RMF,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,92,87,RMF,29,180,,79,56,79,1,2,77,80,75,76,89,75,62,62,85,92,84,59,85,78,83,93,79,1,1,40,40,40,40,40,92,CF,Goal Poacher,,,35,180,82,Right,B,79,77,81,75,69,75,81,85,62,62,57,62,59,85,40,40,40,40,40,89,83,79,92,88,76,79
Alex Sandro,Build Up LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,92,91,LB,29,179,,63,69,76,1,1,73,87,71,81,81,77,63,74,80,85,77,80,85,89,78,85,85,0,1,40,40,40,40,40,92,CB,Build Up,,,34,181,81,Left,B,63,73,75,71,77,77,70,80,63,74,81,78,80,85,40,40,40,40,40,85,78,76,85,85,68,85
Alphonso Davies,Offensive Wingback LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,95,91,LB,20,183,,76,69,80,2,2,79,86,74,79,73,78,61,77,69,82,75,77,72,99,92,78,91,0,0,40,40,40,40,40,95,LB,Offensive Wingback,,,25,185,77,Left,B,76,79,85,74,75,78,73,69,61,77,71,69,77,72,40,40,40,40,40,92,92,80,82,78,83,91
Andrew Robertson,Full-back Finisher LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,94,90,LB,25,178,,71,87,76,0,1,76,62,76,71,72,87,69,79,63,68,82,80,88,80,86,90,97,2,2,40,40,40,40,40,94,LB,Full-back Finisher,,,31,178,63,Left,C,71,76,78,76,74,87,55,63,69,79,76,84,80,88,40,40,40,40,40,86,86,76,68,70,71,97
Ben Chilwell,Offensive Wingback LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,93,90,LB,24,178,,74,65,80,1,1,81,85,81,75,80,87,68,76,68,85,76,75,78,90,86,68,89,1,1,40,40,40,40,40,93,LB,Offensive Wingback,,,29,178,77,Left,B,74,81,84,81,79,87,64,68,68,76,71,78,75,78,40,40,40,40,40,85,86,80,85,68,79,89
Denis Irwin,Offensive wingback LB / set-piece fullback,paired from user-provided screenshots; public URLs found via web,91,85,95,LB,33,173,73,83,82,88,4,3,84,86,84,86,87,88,96,89,83,85,89,88,89,89,84,81,93,7,3,40,40,40,40,40,104.99,LB,Offensive Wingback,Crossing +3,Off the Ball +1,28,173,73,Right,B,84,80,83,80,83,87,68,75,81,86,85,87,85,83,41,41,41,41,41,98,89,93,78,81,85,101
Ferland Mendy,Defensive Full-back LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,93,91,LB,25,178,,65,62,70,1,1,72,80,77,80,77,76,59,68,64,78,81,85,83,95,88,74,91,1,0,40,40,40,40,40,93,LB,Defensive Full-back,,,30,178,73,Left,B,65,72,76,77,77,76,59,64,59,68,84,87,85,83,40,40,40,40,40,89,88,70,78,74,78,91
Jordi Alba,Offensive Wingback LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,94,91,LB,31,170,,82,74,80,0,1,84,83,83,67,86,84,71,82,70,76,73,75,80,95,86,67,85,2,1,40,40,40,40,40,94,LB,Offensive Wingback,,,36,170,68,Left,B,82,84,81,83,86,84,76,70,71,82,75,76,75,80,40,40,40,40,40,88,86,80,76,67,82,85
Kieran Tierney,Build Up LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,93,88,LB,23,178,,74,64,82,0,2,77,80,74,76,80,85,56,68,66,80,76,82,88,92,90,76,88,1,0,40,40,40,40,40,93,CB,Build Up,,,28,178,70,Left,C,74,77,78,74,78,85,64,66,56,68,82,87,82,88,40,40,40,40,40,88,90,82,80,76,79,88
Lucas Digne,Offensive Wingback LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,92,90,LB,26,178,,66,80,85,0,1,77,79,77,78,74,88,90,90,66,81,80,78,79,83,78,81,87,1,1,40,40,40,40,40,92,LB,Offensive Wingback,,,32,178,74,Left,B,66,77,78,77,79,88,66,66,90,90,79,78,78,79,40,40,40,40,40,85,78,85,81,73,78,87
Lucas Hernandez,Defensive Full-back LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",91,94,91,LB,24,184,,67,61,85,0,0,75,76,72,86,80,81,65,76,82,87,93,88,89,83,84,80,84,1,0,40,40,40,40,40,94,LB,Defensive Full-back,,,29,184,79,Left,B,67,75,67,72,78,81,73,82,65,76,84,90,88,89,40,40,40,40,40,85,84,85,87,80,71,84
Luke Shaw,Offensive Wingback LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,LB,25,185,,72,63,72,0,1,79,83,79,79,79,88,71,83,68,74,79,81,85,87,82,76,84,1,0,40,40,40,40,40,93,LB,Offensive Wingback,,,30,185,75,Left,B,72,79,79,79,81,88,59,68,71,83,76,79,81,85,40,40,40,40,40,84,82,72,74,76,81,84
Marcelo,Offensive Wingback LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,92,90,LB,31,174,,77,73,88,0,0,86,78,86,86,73,90,75,87,71,75,87,81,77,86,79,85,84,1,0,40,40,40,40,40,92,LB,Offensive Wingback,,,37,174,80,Left,B,77,86,84,86,83,90,70,71,75,87,78,64,81,77,40,40,40,40,40,76,79,88,75,70,86,84
Nicolas Tagliafico,Full-back Finisher LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,94,89,LB,28,172,,71,72,82,1,2,84,79,75,75,78,82,82,84,83,88,77,76,88,85,83,71,85,2,1,40,40,40,40,40,94,LMF,Full-back Finisher,,,33,172,65,Left,B,71,84,77,75,86,82,73,83,82,84,74,73,76,88,40,40,40,40,40,85,83,82,88,71,83,85
Oleksandr Zinchenko,Box To Box LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",88,94,88,LB,24,175,,77,69,82,0,1,93,84,83,70,85,85,75,82,68,73,81,82,82,78,82,73,86,2,0,40,40,40,40,40,94,DMF,Box To Box,,,29,175,64,Left,B,77,93,87,83,90,85,67,68,75,82,78,83,82,82,40,40,40,40,40,78,82,82,73,73,84,86
Reinaldo,Offensive Wingback LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,92,87,LB,31,178,,76,76,83,1,1,77,82,73,80,76,88,81,82,67,72,77,73,82,87,81,79,87,1,2,40,40,40,40,40,92,LB,Offensive Wingback,,,36,178,74,Left,B,76,77,77,73,76,88,74,67,81,82,73,64,73,82,40,40,40,40,40,86,81,83,72,79,74,87
Renan Lodi,Offensive Wingback LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,89,87,LB,22,173,,74,60,78,0,0,81,86,82,70,79,82,62,81,64,76,72,75,78,91,84,70,85,1,2,40,40,40,40,40,89,LB,Offensive Wingback,,,27,173,68,Left,B,74,81,82,82,76,82,62,64,62,81,71,71,75,78,40,40,40,40,40,82,84,78,76,70,84,85
Roberto Carlos,Offensive Wingback LB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,88,90,LB,26,168,,68,80,93,0,1,79,80,81,71,75,75,82,90,58,76,70,69,74,91,87,67,85,2,2,40,40,40,40,40,88,LB,Offensive Wingback,,,29,168,73,Left,C,68,79,75,81,71,75,73,58,82,90,67,67,69,74,40,40,40,40,40,90,87,93,76,67,85,85
Aldair,Destroyer CB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,86,90,CB,31,183,,63,76,73,1,1,70,75,69,83,81,72,57,59,74,80,93,85,81,79,71,78,77,2,2,40,40,40,40,40,86,CB,Destroyer,,,34,183,75,Right,C,63,70,71,69,76,72,63,74,57,59,79,78,85,81,40,40,40,40,40,75,71,73,80,78,65,77
Alessandro Bastoni,Build Up CB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",90,95,90,CB,21,190,,60,61,80,1,1,72,76,68,88,81,79,59,68,81,83,90,87,85,83,74,85,84,2,2,40,40,40,40,40,95,CB,Build Up,,,26,190,75,Left,B,60,72,65,68,75,79,56,81,59,68,88,88,87,85,40,40,40,40,40,83,74,80,83,85,65,84
Alessio Romagnoli,Build Up CB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,92,89,CB,25,188,,68,68,76,1,1,76,71,69,87,83,77,63,68,83,88,90,81,84,80,71,83,80,1,1,40,40,40,40,40,92,CB,Build Up,,,30,185,75,Left,B,68,76,66,69,81,77,67,83,63,68,86,83,81,84,40,40,40,40,40,74,71,76,88,83,69,80
Amad Diallo,Box To Box CB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,93,89,CB,24,187,,77,68,82,1,0,85,77,83,86,84,72,68,81,60,62,84,73,79,86,88,63,85,1,0,40,40,40,40,40,93,RMF,Box To Box,,,23,173,72,Left,C,77,85,87,83,79,72,76,60,68,81,68,78,73,79,40,40,40,40,40,88,88,82,62,63,87,85
Andreas Christensen,Build Up CB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",89,94,89,CB,24,187,,59,60,77,1,1,76,77,77,86,82,75,62,64,81,86,94,89,84,80,72,80,82,1,1,40,40,40,40,40,94,CB,Build Up,,,29,188,78,Right,B,59,76,69,77,83,75,58,81,62,64,88,89,89,84,40,40,40,40,40,79,72,77,86,80,71,82
Aymeric Laporte,Destroyer CB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",92,93,92,CB,26,191,,57,60,71,0,2,71,71,65,90,83,75,66,64,83,85,97,88,85,78,68,87,72,1,0,40,40,40,40,40,93,CB,Destroyer,,,31,191,86,Left,D,57,71,65,65,73,75,55,83,66,64,88,79,88,85,40,40,40,40,40,73,68,71,85,87,59,72
Berat Djimsiti,Destroyer CB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,92,87,CB,27,190,,51,67,68,2,2,61,73,61,90,82,66,55,61,80,79,85,88,86,78,69,88,83,1,1,40,40,40,40,40,92,CB,Destroyer,,,32,190,83,Right,B,51,61,56,61,66,66,52,80,55,61,88,84,88,86,40,40,40,40,40,81,69,68,79,88,58,83
Carles Puyol,Aggressive destroyer CB,paired from user-provided screenshots; public URLs found via web,94,83,97,CB,27,178,80,70,68,81,2,3,81,78,82,82,82,79,60,66,93,99,96,99,99,85,88,99,87,8,2,40,40,40,40,40,106.03,CB,Destroyer,Rebuilding +3,Defending +1,32,178,80,Right,B,59,64,61,62,73,68,63,87,53,60,104,102,100,102,41,41,41,41,41,81,82,78,95,94,76,80
Carlos Romero,Offensive Wingback CB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,91,87,CB,22,185,,73,66,79,1,1,78,69,72,90,76,82,67,75,65,71,85,76,74,80,87,72,90,1,1,40,40,40,40,40,91,LB,Offensive Wingback,,,24,180,76,Left,B,73,78,79,72,74,82,69,65,67,75,71,73,76,74,40,40,40,40,40,88,87,79,71,72,75,90
Chancel Mbemba,Destroyer CB,"scraped from pesmaster.com (PES 2020/2021 max ovr, myClub) + efhub.com (max overall fallback API)",87,91,87,CB,26,182,,63,67,76,1,1,69,73,63,90,71,68,61,74,85,89,86,84,85,82,76,83,77,1,1,40,40,40,40,40,91,CB,Destroyer,,,31,182,81,Right,D,63,69,68,63,66,68,59,85,61,74,81,84,84,85,40,40,40,40,40,81,76,76,89,83,67,77
